[Ca2+],[Mg2+],K0p0,K0p1,K0p2,K0p3,K0p4,K0p5,K1p0,K1p1,K1p2,K1p3,K1p4,K2p0,K2p1,K2p2,K2p3,K2p4,Kbp0,Kbp1,Kbp2,Kbp3,Kbp4,Kbp5,Kbp6,Kbp7,Kbp8,Kbp9,Kbp10,Kbp11,Kwp0,Kwp1,Kwp2,Kwp3,Kwp4,Kwp5,Kwp6,Kcp0,Kcp1,Kcp2,Kcp3,Kcp4,Kcp5,Kcp6,Kcp7,Kcp8,Kap0,Kap1,Kap2,Kap3,Kap4,Kap5,Kap6,Kap7,Kap8,Ksp0,Ksp1,Ksp2,Ksp3,Ksp4,Ksp5,Ksp6,Ksp7,Ksp8,Ksp9,Ksp10
0.029,0.046,-60.38460465,93.67140128,23.42267731,0.024578145,-0.024322464,0.004814471,61.60803829,-3651.828867,-9.736032495,0.011604046,-0.000115707,-23.95173844,-575.8367025,2.893612044,0.018015636,-0.000112571,148.8469154,141.7881253,1.543010263,-9080.26737,-2939.527884,-89.59338182,3.315471607,-0.162814295,-24.56434065,-25.90563779,-0.235343465,0.054626019,158.6388049,-14231.42125,-25.12934445,222.9839793,-8.337541664,1.401363338,-0.016294527,-51.42384131,-0.041212984,-232.3538411,22.65274988,-0.557241474,0.002502548,144.9317749,-0.077767375,0.004157495,-47.59372893,-0.039975956,-263.4975428,21.06910828,0.158178587,0.001376232,53.75242454,-0.100839487,0.005973954,134.6619322,-3943.352284,-22.07176887,-15040.79009,345.0202904,-51.079903,36267.37862,-775.4575102,115.3088576,-3201.531052,1932.14651
0.029,0.047,-60.4832315,93.81164517,23.46987054,0.024150192,-0.02402726,0.004764688,61.78258313,-3659.416381,-9.762207032,0.011609311,-0.000115696,-23.7527989,-584.2939165,2.864298699,0.018026165,-0.000112662,150.6803655,140.8091908,1.603751501,-9059.235564,-2967.966941,-75.67511814,1.49493961,-0.088233266,-24.83809804,-25.75276305,-0.244395875,0.054549897,158.6073268,-14235.34519,-25.12145844,217.0871698,-8.196236958,1.380463123,-0.016377085,-52.15519346,-0.041438455,-214.8342178,22.95274519,-0.554976307,0.002498734,144.6900386,-0.077792415,0.004158864,-48.21822591,-0.04017303,-248.9586892,21.32651923,0.16020538,0.001372862,53.54947355,-0.100868421,0.005975529,142.9409173,-4376.705259,-23.31416252,-13867.82657,325.837177,-48.19909165,35177.40801,-764.0026577,113.5895944,-2749.229168,1803.672724
0.029,0.048,-60.58146161,93.95134459,23.51686845,0.023724905,-0.023733971,0.004715244,61.95655436,-3666.980124,-9.788297883,0.011615485,-0.000115696,-23.55627142,-592.6370715,2.835336795,0.01803663,-0.000112752,149.7421694,140.7886982,1.589676516,-8933.291061,-3026.092962,-61.41752831,0.001494184,-0.02704707,-24.69811056,-25.74415404,-0.24228013,0.054487154,157.6375641,-14196.28285,-24.97391502,204.8738522,-7.917115022,1.338997993,-0.016418034,-52.69317016,-0.041609212,-202.4769034,23.17506549,-0.553023353,0.002495298,144.4798308,-0.077802778,0.004159457,-48.82542344,-0.040361224,-234.6162907,21.5761855,0.162451483,0.001369009,53.30257462,-0.10088606,0.005976512,134.769995,-4077.259118,-22.08785258,-14412.47186,344.0620709,-50.93227453,35175.28399,-773.6996444,115.0447,-2429.085687,1712.686415
0.029,0.049,-60.67902909,94.09009469,23.56355079,0.023303901,-0.023443479,0.004666259,62.13079384,-3674.554824,-9.814427524,0.011621129,-0.00011569,-23.36078827,-600.9278021,2.806520703,0.018047637,-0.00011285,148.7674142,140.7570644,1.573848652,-8940.282822,-2994.71952,-69.29716003,0.946178775,-0.065724723,-24.55405755,-25.73269937,-0.239939304,0.054416226,158.7568214,-14252.69004,-25.13696709,208.29864,-7.979799077,1.348364026,-0.016482381,-53.31038563,-0.041799164,-187.7819893,23.42849017,-0.550680815,0.002491329,144.2203238,-0.077824,0.004160651,-49.38433526,-0.040537356,-221.6440744,21.80677278,0.164455547,0.001365497,53.08324558,-0.100896192,0.005977095,140.2944671,-4206.832379,-22.91693181,-14355.91446,331.1573788,-48.99353908,35685.78115,-765.8031816,113.8593731,-3075.267467,1896.37151
0.029,0.05,-60.77734237,94.22990203,23.61059137,0.022878728,-0.023150193,0.004616805,62.30481124,-3682.120577,-9.840524563,0.011627108,-0.000115688,-23.16606201,-609.1772813,2.777810535,0.018058052,-0.000112941,148.6034918,140.4705004,1.580658905,-9091.205205,-2881.244679,-95.45267479,3.77332543,-0.181400903,-24.53014697,-25.68392031,-0.240954239,0.054350224,158.7085693,-14255.69198,-25.12628038,202.5934362,-7.842725805,1.327957623,-0.016508942,-53.73278688,-0.041936603,-178.4593831,23.60409525,-0.548730194,0.002488105,144.0242905,-0.077852787,0.004162269,-49.84205882,-0.04068353,-211.296059,21.99631609,0.166543429,0.001362039,52.86654587,-0.100924495,0.00597868,146.2801475,-4604.217044,-23.81504309,-13119.93965,317.1882089,-46.89547321,34230.14675,-757.296435,112.582698,-2248.750593,1661.540059
0.029,0.051,-60.8751611,94.36902102,23.65739056,0.022456056,-0.022858667,0.00456766,62.47833144,-3689.663799,-9.866545967,0.011632606,-0.00011568,-22.97368396,-617.3160291,2.749442598,0.018068409,-0.000113031,148.5456111,140.1353054,1.589934924,-9058.979191,-2889.522755,-91.26478646,3.272096763,-0.160897745,-24.52215417,-25.62743478,-0.242339313,0.054279516,158.5449578,-14253.5438,-25.09866789,196.3914421,-7.693892993,1.305871317,-0.016579736,-54.16021045,-0.0420706,-168.6912333,23.78069609,-0.546394678,0.002484247,143.77153,-0.077882375,0.004163923,-50.41957455,-0.040864893,-197.7967455,22.23427483,0.168596243,0.001358554,52.64639201,-0.100943891,0.005979775,143.5456144,-4353.7052,-23.4047011,-13980.7716,323.0520098,-47.77332183,35381.37239,-760.0063834,112.9890821,-3033.559288,1884.613972
0.029,0.052,-60.97379727,94.50928638,23.70458585,0.022028826,-0.022563975,0.004517966,62.65206439,-3697.217221,-9.892600197,0.011638549,-0.000115678,-22.78220442,-625.4083156,2.721202714,0.018078113,-0.000113113,149.7085115,139.4137951,1.632412696,-9056.507885,-2896.89577,-84.37928833,2.308039808,-0.121296735,-24.69590843,-25.51390098,-0.248667754,0.054213977,157.8965144,-14228.64978,-24.99919361,186.6288267,-7.469023009,1.272483436,-0.01662898,-54.67275811,-0.042230322,-156.7217194,23.99181041,-0.544112947,0.002480486,143.5250542,-0.077912023,0.004165609,-50.75745048,-0.040974073,-190.4414534,22.37498491,0.170748986,0.001354965,52.41499219,-0.100968962,0.005981204,149.5488686,-4661.967227,-24.30546356,-13152.99484,309.0124875,-45.66466205,34627.48799,-751.4445296,111.7041154,-2741.801562,1801.779346
0.029,0.053,-61.0718422,94.64872391,23.75149421,0.02160559,-0.022272042,0.004468748,62.82597013,-3704.778342,-9.918680578,0.011644632,-0.000115677,-22.59321924,-633.3843105,2.693326204,0.01808818,-0.0001132,148.6756799,139.36711,1.615515824,-8909.401354,-2965.715461,-67.40243453,0.535124177,-0.048729645,-24.54234127,-25.49967154,-0.246144895,0.054134043,158.7610135,-14272.95556,-25.12453311,187.6956721,-7.480681102,1.274234882,-0.016680336,-54.95169659,-0.042324638,-151.0299338,24.10925297,-0.542287742,0.002477265,143.3236465,-0.077917999,0.004165996,-51.18903735,-0.04110795,-180.4449282,22.55292988,0.173169547,0.001350981,52.14672552,-0.100998258,0.005982853,147.4714512,-4677.124826,-23.99359874,-12865.35472,313.4098505,-46.32275117,33886.23737,-753.3411133,111.988613,-2116.356086,1624.059822
0.029,0.054,-61.17032553,94.78876216,23.79861943,0.021180648,-0.021978831,0.004419294,62.99983547,-3712.338323,-9.944754015,0.011650568,-0.000115675,-22.40484965,-641.326653,2.6655337,0.018098251,-0.000113288,148.2599353,139.1608681,1.61523545,-8862.573938,-2978.734141,-62.9600296,0.049911306,-0.028767082,-24.48096461,-25.46272786,-0.246104456,0.054066755,158.8549612,-14282.12831,-25.13521406,183.3484101,-7.37347621,1.258279117,-0.01671967,-55.42779732,-0.042470904,-139.8045263,24.30511894,-0.539956309,0.002473205,143.0479391,-0.077925222,0.004166458,-51.46975995,-0.041206779,-174.9372451,22.67191481,0.174611646,0.001348337,51.99504763,-0.100997157,0.005982855,141.0910891,-4284.924795,-23.03602745,-14011.94255,327.5549477,-48.44360023,35116.65435,-760.7293433,113.097196,-2807.923587,1820.612414
0.029,0.055,-61.26869102,94.92863131,23.84568857,0.020756494,-0.021686127,0.004369921,63.17345707,-3719.887499,-9.970789543,0.011656021,-0.000115666,-22.2182677,-649.1828641,2.638001781,0.018107663,-0.000113367,145.5888941,139.7389075,1.555281412,-8775.755374,-2985.494514,-65.88084027,0.667320748,-0.054092747,-24.08354477,-25.54393859,-0.237172836,0.054013854,158.4593595,-14269.17991,-25.07307961,176.1064985,-7.201653424,1.232707829,-0.016769074,-55.65466272,-0.042545629,-135.185737,24.40057893,-0.537807528,0.002469485,142.8000909,-0.077935009,0.004167078,-51.96679609,-0.041356266,-162.9656259,22.87562347,0.177164991,0.001343886,51.68305156,-0.101002061,0.005983204,134.0499051,-4028.110025,-21.97930222,-14474.12342,343.2205108,-50.79259301,35100.29875,-768.9872232,114.3362707,-2524.133239,1739.965779
0.029,0.056,-61.36648115,95.06771617,23.8924721,0.020336067,-0.021396131,0.004321036,63.34726607,-3727.445077,-9.996852958,0.011661526,-0.000115658,-22.0326293,-656.9925025,2.610601111,0.018117914,-0.000113459,147.7686416,138.6649454,1.62439253,-8938.49645,-2898.530103,-79.68935801,1.838749459,-0.102002686,-24.40903033,-25.37721718,-0.247474967,0.053941625,158.9709252,-14297.32323,-25.14616866,174.8407222,-7.161502378,1.226794111,-0.016852451,-56.00287317,-0.042656678,-127.4241691,24.54512828,-0.535634117,0.002465854,142.5579172,-0.077956219,0.004168312,-52.33619772,-0.041472873,-154.6136293,23.02856442,0.179446989,0.001340155,51.43223328,-0.10103129,0.005984867,133.0682027,-3979.198337,-21.83193814,-14587.17892,345.0991064,-51.07253502,35169.11594,-769.4463587,114.404962,-2560.980842,1750.492445
0.029,0.057,-61.46496218,95.20775597,23.93959458,0.019910397,-0.021102429,0.004271499,63.52086959,-3734.993606,-10.02288793,0.011667709,-0.000115659,-21.84842313,-664.7321653,2.583411175,0.018126658,-0.00011353,147.5626371,138.3962824,1.629838575,-8740.243065,-3014.636843,-49.35034534,-1.507421852,0.035069195,-24.37876091,-25.33121705,-0.248283995,0.053876533,159.0313949,-14304.8519,-25.15192417,170.7718089,-7.060064517,1.211674032,-0.016891058,-56.58776205,-0.042832005,-113.1508573,24.78410409,-0.532839306,0.002461457,142.2473004,-0.078004611,0.00417105,-52.67353379,-0.041583487,-147.3092823,23.1691255,0.181571811,0.001336932,51.22440968,-0.101083851,0.005987827,148.5976116,-4485.219675,-24.16240511,-13801.90085,309.4105159,-45.71473076,35560.59631,-748.652408,111.2841705,-3540.338811,2028.983053
0.029,0.058,-61.56299042,95.34714953,23.98650141,0.019489216,-0.020811756,0.004222471,63.69409787,-3742.526567,-10.04886513,0.011673587,-0.000115655,-21.66521616,-672.4230852,2.556360105,0.018136527,-0.000113616,147.3559835,138.123969,1.634988952,-8944.371498,-2865.384752,-84.45396357,2.309649104,-0.121248984,-24.34855096,-25.28447734,-0.249052852,0.053809821,158.6744233,-14293.13143,-25.09594704,163.2792809,-6.883924235,1.185523218,-0.016961815,-56.57883697,-0.042855685,-115.7782892,24.78790999,-0.532227092,0.002460385,142.2267021,-0.078017535,0.004171841,-52.73178348,-0.041609674,-147.1162698,23.19660049,0.183519158,0.001333509,50.99769424,-0.101086852,0.005988067,138.0562333,-4210.002423,-22.58030405,-14000.56974,333.0374675,-49.25872257,34698.86148,-761.4147173,113.1993606,-2466.674649,1723.769965
0.029,0.059,-61.66144498,95.48715185,24.03361101,0.019066091,-0.020519785,0.004173228,63.86771737,-3750.076426,-10.07490001,0.011679143,-0.000115648,-21.48442449,-680.0002611,2.529665168,0.018145354,-0.000113689,144.9439286,138.5632777,1.581982706,-8800.019039,-2912.684208,-76.36225316,1.685064403,-0.095635733,-23.98951035,-25.3436691,-0.241150727,0.053741204,158.855408,-14306.19809,-25.11963108,159.7812289,-6.794387339,1.172162463,-0.017006012,-56.80120712,-0.042919558,-110.6329718,24.87949761,-0.52936068,0.00245549,141.8691104,-0.078027751,0.004172502,-53.23981384,-0.041764092,-134.9135798,23.40490398,0.186011557,0.001329398,50.70873433,-0.101111822,0.005989528,152.3390036,-4705.748652,-24.72362391,-13140.21399,300.2214153,-44.33214543,34820.64738,-742.2663723,110.3256082,-3187.309069,1928.721052
0.029,0.06,-61.7588184,95.62562417,24.08020178,0.018649039,-0.020231929,0.004124679,64.04126266,-3757.623597,-10.10092434,0.011685006,-0.000115645,-21.30402819,-687.5546911,2.503020395,0.018154722,-0.00011377,146.4048898,137.7297773,1.632938924,-8772.016277,-2940.753221,-63.5867672,0.037088262,-0.028105652,-24.20776229,-25.213139,-0.248744074,0.053672507,159.2629928,-14329.32451,-25.17726554,157.9653173,-6.742420052,1.164440157,-0.017069709,-56.97119702,-0.042975854,-107.3265117,24.95147075,-0.527123206,0.002451709,141.6075234,-0.078042645,0.004173438,-53.32115587,-0.041797174,-134.097645,23.44165035,0.187975913,0.001326036,50.48391787,-0.101122565,0.005990228,136.2862695,-4067.748149,-22.31463555,-14449.61878,336.368688,-49.75460815,35239.47603,-762.1017388,113.3019993,-2853.85039,1833.891244
0.03,0.001,-56.0124522,87.45344254,21.33086894,0.043933912,-0.037653122,0.007060142,53.81221782,-3313.149281,-8.566763485,0.01134854,-0.000115929,-34.94087528,-94.57027086,4.50619024,0.017315933,-0.000106303,160.301362,154.2545322,1.351404288,-9460.895138,-3404.63703,-51.88561103,0.080386842,-0.031793713,-26.24615885,-28.06572391,-0.206672403,0.057909516,195.6394852,-15727.21915,-30.77347405,802.1489174,-20.65070013,3.211532639,-0.022164652,41.07401771,-0.01301439,-2519.689699,-15.0763907,-0.645116119,0.00265725,151.3034817,-0.076013455,0.004071281,47.1534822,-0.011044178,-2605.30782,-17.58363037,0.075284743,0.001522553,59.40438701,-0.099098141,0.005888562,134.3998774,-4118.579485,-22.03338416,-14825.32606,361.8981533,-53.70125854,36489.98074,-812.1095032,120.818692,-2186.70047,1641.93508
0.03,0.002,-56.11036646,87.59274673,21.37769875,0.04349649,-0.037352106,0.007009477,53.98951971,-3320.850039,-8.593358049,0.011354179,-0.000115922,-34.61998974,-109.0701252,4.459315788,0.0173396,-0.000106509,159.5121831,154.1839929,1.341807469,-9512.544654,-3347.357046,-65.83497106,1.657571701,-0.096436994,-26.12918266,-28.04938457,-0.205246695,0.057846688,193.7417931,-15635.9668,-30.49132814,779.077296,-20.21959356,3.148880668,-0.021441029,37.18354285,-0.01418837,-2422.263089,-13.49339862,-0.64239082,0.002652361,151.1204811,-0.076070417,0.004073857,43.2258959,-0.012232281,-2507.105062,-15.98499423,0.07777805,0.001518068,59.25612894,-0.099155996,0.005891187,120.9630146,-3271.67137,-20.01662556,-17351.81285,392.0899088,-58.23075801,39288.40915,-828.5495157,123.285961,-3772.590527,2092.699675
0.03,0.003,-56.20964694,87.73397842,21.4251869,0.043051101,-0.037045671,0.006957892,54.1661624,-3328.522065,-8.619854623,0.011360093,-0.000115919,-34.3039288,-123.3281401,4.413136647,0.017362593,-0.000106708,159.2926643,153.8818595,1.347356269,-9494.53044,-3343.501613,-64.88795005,1.526620387,-0.091007512,-26.09694711,-27.99738444,-0.206073872,0.057770558,191.7269245,-15540.77335,-30.19130227,755.9591012,-19.77918854,3.084758845,-0.020799974,33.39399921,-0.015332775,-2327.430704,-11.95134455,-0.639640264,0.00264763,150.9453615,-0.076144481,0.004077379,39.25147157,-0.013435248,-2407.695747,-14.3673908,0.080274032,0.001513814,59.12197701,-0.099234217,0.005894936,115.925093,-3160.405254,-19.26045627,-17346.05359,403.1686279,-59.89158898,38696.58514,-834.1749687,124.1300724,-3138.119404,1912.360166
0.03,0.004,-56.30794409,87.87381327,21.4722038,0.042612108,-0.036743517,0.006907024,54.34265053,-3336.186865,-8.6463283,0.011365972,-0.000115916,-33.99327733,-137.3200759,4.36773891,0.017385687,-0.000106912,160.3662085,153.1650479,1.38713689,-9494.865301,-3347.120181,-58.9947532,0.68482691,-0.056410466,-26.25740754,-27.8837781,-0.212002234,0.057696532,189.9295242,-15456.32099,-29.92327683,734.4716495,-19.36867754,3.024989414,-0.020208695,29.72033771,-0.016442283,-2235.517504,-10.45633851,-0.636953541,0.002642934,150.7680253,-0.076209593,0.004080439,35.59736551,-0.014542261,-2316.47774,-12.87952808,0.082570991,0.001509538,58.98088942,-0.099276028,0.00589673,113.5742448,-3179.455367,-18.90749457,-17010.88093,408.1241467,-60.63359905,37844.1475,-836.3324284,124.4537886,-2419.68503,1708.195119
0.03,0.005,-56.4062588,88.01366562,21.51923232,0.042174531,-0.036442276,0.006856298,54.51962802,-3343.874184,-8.672873465,0.01137156,-0.000115909,-33.68566257,-151.1518502,4.322770782,0.017408271,-0.000107111,159.7988122,152.972639,1.382921526,-9526.661391,-3304.965864,-68.34920509,1.732496823,-0.099335809,-26.17361619,-27.84784927,-0.211381908,0.057618331,188.5111908,-15390.55765,-29.71113124,714.8412421,-18.99091219,2.969999648,-0.019692353,26.21338775,-0.017501212,-2147.801852,-9.029031777,-0.634326035,0.002638169,150.5793301,-0.076256535,0.004082543,31.9846334,-0.015635614,-2226.19172,-11.40875605,0.084910352,0.001505158,58.82530886,-0.099312806,0.005898279,125.1408114,-3553.44375,-20.64367574,-16435.20604,381.4762572,-56.63160722,38144.19083,-820.6440699,122.0986531,-3161.052249,1918.931696
0.03,0.006,-56.50460178,88.1535615,21.56627269,0.0417358,-0.036140263,0.006805446,54.69580819,-3351.526205,-8.699301195,0.011377668,-0.000115908,-33.38332822,-164.7253652,4.278569868,0.017429917,-0.000107301,159.6642275,152.6361539,1.390554437,-9443.894524,-3344.78032,-56.39887516,0.389067551,-0.04429818,-26.15414083,-27.7905043,-0.212522233,0.057540062,185.8608625,-15269.66403,-29.31559665,687.2341013,-18.43180416,2.888015157,-0.019256469,22.81206522,-0.018531087,-2062.91712,-7.644101106,-0.631909767,0.002633803,150.4199942,-0.076305053,0.00408473,28.48047567,-0.016694647,-2138.584344,-9.982751575,0.087806118,0.00150062,58.65045163,-0.099422876,0.005903819,123.9682227,-3615.224471,-20.46753447,-16022.8012,383.7762621,-56.97510425,37291.82966,-821.3134457,122.1990526,-2491.63546,1728.738644
0.03,0.007,-56.60290184,88.29339997,21.61329212,0.041296914,-0.035838183,0.006754587,54.8724505,-3359.198297,-8.725796366,0.011383212,-0.000115901,-33.08439642,-178.1234362,4.234853877,0.017451219,-0.000107488,157.7930667,152.8931746,1.35094893,-9396.199369,-3336.395349,-60.70092827,1.05587321,-0.071584556,-25.875834,-27.82211932,-0.206621669,0.057467338,184.819405,-15222.84685,-29.15859596,671.2686466,-18.12328686,2.843091472,-0.018804141,19.53107726,-0.019523877,-1981.038186,-6.308319586,-0.629302821,0.002629358,150.2492611,-0.076375426,0.004088122,25.13305843,-0.017712321,-2055.267082,-8.618830963,0.089728731,0.001496833,58.5367398,-0.099444745,0.00590457,120.4805517,-3329.732785,-19.94405773,-16969.3166,391.3519015,-58.11011564,38504.84589,-824.9727801,122.748044,-3292.515594,1956.419661
0.03,0.008,-56.70207005,88.43445344,21.66073203,0.040855126,-0.035534033,0.006703363,55.04865809,-3366.852211,-8.75222823,0.011389453,-0.000115902,-32.79038279,-191.2800876,4.19185055,0.017471961,-0.00010767,157.6440607,152.5615875,1.359061585,-9329.724639,-3365.28932,-51.46222563,0.003110306,-0.028294185,-25.85424866,-27.76563674,-0.207834665,0.057390695,183.3663394,-15158.20362,-28.94045847,652.6340416,-17.75024316,2.788622758,-0.018463399,16.36898158,-0.020481416,-1902.186899,-5.020657697,-0.62683775,0.002625002,150.0807421,-0.076429198,0.004090643,21.91709301,-0.018688493,-1975.170001,-7.308784857,0.091927547,0.001492813,58.39711559,-0.099487222,0.005906475,125.448716,-3435.207429,-20.68977322,-16966.86712,379.6982709,-56.35887498,39044.79392,-817.7585018,121.6649389,-3938.738327,2140.187117
0.03,0.009,-56.79986479,88.57358331,21.70750618,0.040419815,-0.035234388,0.00665292,55.22542059,-3374.530367,-8.77874061,0.011394931,-0.000115893,-32.49926542,-204.2868521,4.149259147,0.017492224,-0.000107849,158.1126695,152.0602799,1.382318533,-9457.362259,-3276.296618,-70.03774184,1.924723163,-0.107055424,-25.92463159,-27.68451465,-0.211302459,0.05732103,181.9432236,-15095.42103,-28.72635474,633.6799675,-17.36650234,2.732431124,-0.01812088,13.32960847,-0.021401701,-1826.424739,-3.782876072,-0.624385313,0.002620619,149.905828,-0.076476885,0.004092851,18.80500892,-0.019632293,-1897.642808,-6.041242792,0.094312397,0.001488682,58.24382524,-0.09954807,0.005909399,128.8237794,-3777.052489,-21.19621974,-15724.51868,371.6575835,-55.15026215,37282.84474,-812.5829772,120.8880334,-2769.828552,1807.958299
0.03,0.01,-56.89858737,88.71400581,21.75473234,0.039980832,-0.034932129,0.006602013,55.40137764,-3382.173341,-8.805134189,0.011400978,-0.000115892,-32.21242397,-217.0820816,4.107285127,0.017512174,-0.000108025,157.2470111,151.9872735,1.370288907,-9548.233078,-3191.375001,-90.79367267,4.256969316,-0.202538122,-25.7963577,-27.66699685,-0.209516847,0.057249574,179.9240825,-15005.71811,-28.42371008,610.8666038,-16.89521867,2.663225366,-0.017827711,10.37997164,-0.02229669,-1753.0259,-2.581215173,-0.622070366,0.002616481,149.7472405,-0.076523421,0.004094992,15.75394703,-0.020561298,-1821.827731,-4.797592597,0.09612187,0.001485039,58.12801275,-0.099559527,0.005909629,128.2432106,-3757.161356,-21.10892419,-15744.43705,372.6096261,-55.29146682,37237.28695,-812.4906948,120.8741309,-2737.945543,1798.913004
0.03,0.011,-56.99718681,88.85426252,21.80189654,0.039542386,-0.034630284,0.006551185,55.57768439,-3389.831589,-8.831578835,0.011406635,-0.000115886,-31.93002436,-229.6595391,4.06595476,0.017531564,-0.000108195,158.9673084,151.0413341,1.427347383,-9437.832265,-3277.141167,-62.95394428,0.9292552,-0.066161566,-26.05315686,-27.5188182,-0.218018447,0.057170635,178.4596847,-14942.19561,-28.2030966,592.1722995,-16.5092209,2.60659554,-0.017561517,7.584110437,-0.023144644,-1683.500677,-1.442231054,-0.619566981,0.002612257,149.5764319,-0.076591129,0.00409833,12.88707364,-0.021431177,-1750.517017,-3.629768745,0.098659666,0.001480925,57.96638373,-0.099643227,0.005913836,112.9356037,-2991.786245,-18.81158336,-17710.06355,407.0293459,-60.45508657,38864.63569,-831.3114675,123.6984746,-3355.967991,1974.551353
0.03,0.012,-57.09542468,88.99400147,21.8488892,0.039106563,-0.034330169,0.006500641,55.75391499,-3397.486719,-8.858012113,0.011412364,-0.000115881,-31.65035157,-242.0969036,4.025011517,0.017550955,-0.000108369,157.266104,151.2512881,1.39251538,-9435.639028,-3241.283909,-73.72138274,2.283676221,-0.121716284,-25.80038326,-27.54361975,-0.212834773,0.057100895,177.733635,-14912.77158,-28.09210157,578.9842724,-16.24078186,2.567396648,-0.017325409,4.734235869,-0.024009001,-1612.538908,-0.281257017,-0.617304989,0.00260815,149.4119961,-0.076628544,0.004099995,10.08554805,-0.022283447,-1680.936663,-2.487820269,0.100638567,0.001477098,57.82601279,-0.099661196,0.005914441,115.3130528,-2901.965466,-19.1684337,-18344.49225,401.2824653,-59.59044531,40203.0736,-827.4470047,123.1181767,-4498.719736,2299.407665
0.03,0.013,-57.19416986,89.13445518,21.89612646,0.038668079,-0.034028237,0.006449788,55.93033901,-3405.150789,-8.884474229,0.011418129,-0.000115876,-31.37508433,-254.3196199,3.984707549,0.017569847,-0.000108537,158.1333389,150.5847384,1.427619584,-9466.363946,-3221.184953,-74.09228535,2.151295965,-0.116202288,-25.93017208,-27.43716762,-0.218068239,0.057023423,176.2873014,-14850.96584,-27.87395484,560.6741641,-15.85655323,2.510960651,-0.017131913,2.262204679,-0.024760138,-1551.282687,0.726497099,-0.614952439,0.00260396,149.2356652,-0.07667142,0.004102004,7.377862027,-0.023104938,-1613.604748,-1.384782054,0.10319086,0.001472971,57.65486567,-0.099742693,0.005918551,126.897917,-3616.228603,-20.90701916,-16213.41629,374.5533224,-55.57702756,37844.82187,-811.6951744,120.7539507,-3224.085498,1937.228341
0.03,0.014,-57.29256181,89.27442286,21.94318982,0.038231488,-0.033727666,0.006399177,56.10644021,-3412.801083,-8.910888586,0.011424153,-0.000115875,-31.10285821,-266.3880114,3.944839937,0.017588074,-0.000108698,156.204979,150.8424209,1.386443785,-9316.805987,-3278.591049,-62.18489443,1.05152415,-0.071092005,-25.64344491,-27.46837163,-0.211936412,0.056945427,174.9586404,-14794.44058,-27.67316896,542.9315156,-15.48379182,2.45614808,-0.016923467,-0.341099798,-0.025552896,-1486.738371,1.787855041,-0.612865304,0.002600222,149.0946581,-0.076712791,0.004103932,4.766811187,-0.023901692,-1548.967428,-0.319995053,0.105219741,0.001469451,57.53255709,-0.099795438,0.005921097,138.8373105,-4128.809997,-22.69890796,-15041.80359,347.0592631,-51.44859632,37167.91698,-795.5340498,118.3281783,-3239.623835,1941.735993
0.03,0.015,-57.39094582,89.41435792,21.99025612,0.037795416,-0.033427301,0.006348577,56.28207903,-3420.430605,-8.93723259,0.011429738,-0.000115867,-30.83364454,-278.3051506,3.905405772,0.01760556,-0.000108851,157.6365558,150.031182,1.435967086,-9442.3028,-3205.327697,-74.59254633,2.169184221,-0.116886494,-25.85755809,-27.34124447,-0.219324397,0.056878604,173.5178893,-14733.32628,-27.455745,524.9796204,-15.10286746,2.400137443,-0.016775834,-2.816626317,-0.02630419,-1425.270124,2.796616018,-0.610383345,0.002596076,148.9141577,-0.07677787,0.00410717,2.405111477,-0.024622379,-1490.636757,0.643438035,0.107327006,0.001465718,57.38783712,-0.099838966,0.005923158,122.4621067,-3463.696307,-20.24106812,-16444.56909,383.931236,-56.9808783,37711.7136,-815.7557965,121.3631401,-2989.159483,1870.514904
0.03,0.016,-57.48931146,89.55428875,22.03730656,0.037359026,-0.033126857,0.006297987,56.45870451,-3428.104419,-8.963723759,0.011435375,-0.000115861,-30.56767603,-290.0609382,3.866437018,0.017623269,-0.000109009,156.2097265,150.1200201,1.408542892,-9404.837517,-3196.391821,-77.76736615,2.649782839,-0.136484458,-25.64519634,-27.34735343,-0.215231667,0.056799975,172.7677402,-14704.00278,-27.34053293,512.2422221,-14.83428325,2.360685797,-0.016597043,-5.158048846,-0.02701658,-1367.282436,3.751365671,-0.608200077,0.00259211,148.7453981,-0.076810093,0.004108641,0.281224477,-0.025269794,-1438.286724,1.509952974,0.109700709,0.001461708,57.21488425,-0.099897857,0.00592608,130.699865,-3812.090497,-21.4775423,-15654.79899,364.8312098,-54.11194103,37271.8358,-804.3289704,119.6477358,-3029.207747,1881.970776
0.03,0.017,-57.58790084,89.69452107,22.08446939,0.036922217,-0.03282603,0.006247315,56.63447661,-3435.739822,-8.990088189,0.011441157,-0.000115856,-30.30504534,-301.6524024,3.827949745,0.017640748,-0.000109165,156.4708058,149.6757042,1.427281161,-9426.716191,-3173.583927,-80.45550873,2.853378402,-0.144776156,-25.68482512,-27.27456799,-0.218030502,0.056729204,171.5773407,-14654.59939,-27.16024197,495.8601143,-14.48413871,2.309189156,-0.016484817,-7.431713595,-0.027709834,-1311.086887,4.678728374,-0.605991512,0.002588356,148.5908464,-0.076865046,0.004111353,-2.474747262,-0.026108739,-1369.712376,2.633065955,0.111655345,0.001458265,57.08718608,-0.099941144,0.005928152,133.4055184,-3798.386139,-21.8835605,-15972.52214,358.3073633,-53.13088699,38106.14036,-800.0116744,118.9995855,-3804.007477,2102.230002
